game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
NA1/3741571128,266,7,0.29,1.6,76,4,0.25,1.5,134,1,0.0,2.0,202,2,0.0,1.1,12,4,0.25,0.7,85,1,1.0,3.5,104,24,0.63,3.2,34,0,0.0,0.0,81,13,0.54,3.4,497,18,0.61,4.3,1
NA1/3741391406,98,0,0.0,0.0,121,10,0.8,4.3,245,12,0.58,4.0,21,10,0.5,2.7,412,15,0.53,4.8,266,11,0.73,3.7,104,9,0.44,3.5,134,24,0.5,3.5,202,0,0.0,0.0,111,4,0.5,4.1,0
NA1/3741541283,24,1,1.0,2.5,120,5,0.2,2.7,42,9,0.22,2.2,21,4,0.25,2.3,71,1,1.0,10.5,114,4,0.0,1.4,72,1,0.0,1.2,245,2,0.0,2.9,202,3,0.0,3.3,89,3,0.0,1.1,0
NA1/3741441248,78,7,0.43,2.2,104,3,0.0,0.6,134,3,0.0,1.5,236,1,0.0,1.2,201,1,0.0,0.8,82,1,1.0,9.0,163,1,1.0,2.7,80,1,1.0,15.0,202,3,0.0,9.5,432,10,0.8,12.9,1
NA1/3741471353,58,15,0.53,3.0,163,15,0.8,7.7,84,10,0.3,1.6,202,13,0.62,7.6,57,6,0.5,1.9,98,15,0.53,4.2,104,5,0.8,3.9,61,14,0.43,3.5,145,38,0.5,3.7,3,9,0.44,2.6,0
NA1/3741471379,62,10,0.8,3.3,163,3,0.33,1.7,3,16,0.44,3.0,145,33,0.64,5.5,111,13,0.54,3.0,79,8,0.38,1.6,104,17,0.41,3.2,42,10,0.3,2.4,523,9,0.67,4.6,57,11,0.64,3.6,0
NA1/3741331718,6,24,0.46,3.3,104,11,0.36,2.9,517,4,0.25,2.6,135,5,0.6,3.1,57,3,0.67,2.0,164,6,0.83,5.6,113,2,1.0,3.3,112,4,0.5,4.5,202,15,0.47,4.1,3,11,0.55,3.4,1
NA1/3741222396,164,3,0.33,2.3,72,9,0.56,3.6,112,13,0.46,2.5,145,21,0.67,5.5,89,14,0.5,2.9,266,10,0.6,2.0,876,2,0.0,1.8,777,2,0.0,0.7,202,9,0.44,3.1,412,11,0.55,3.2,0
NA1/3741501670,516,2,0.5,11.0,104,11,0.64,3.4,70,1,1.0,9.0,523,3,0.33,1.5,412,3,0.33,2.3,54,1,0.0,0.3,76,1,0.0,1.5,142,1,0.0,2.5,145,6,0.33,3.1,57,1,0.0,2.0,0
NA1/3741411811,98,15,0.53,4.2,120,11,0.36,2.5,112,7,0.14,1.5,145,38,0.5,3.7,432,5,0.4,2.7,266,28,0.36,2.2,163,15,0.8,7.7,4,18,0.83,4.6,202,13,0.62,7.6,57,6,0.5,1.9,1
NA1/3741232383,266,10,0.6,2.0,163,2,0.5,2.3,236,9,0.78,4.1,202,9,0.44,3.1,3,9,0.44,1.7,62,3,1.0,18.0,104,4,0.75,8.1,112,13,0.46,2.5,135,3,0.33,3.8,89,14,0.5,2.9,1
NA1/3741571679,164,8,0.63,2.6,876,11,0.36,2.1,61,0,0.0,0.0,202,11,0.64,4.5,12,6,0.5,4.2,266,7,0.29,1.6,2,2,0.0,1.2,3,1,0.0,0.5,145,7,0.14,0.9,432,3,0.0,0.9,0
NA1/3741541868,266,21,0.48,2.3,141,4,0.5,2.8,61,20,0.55,4.2,145,20,0.6,3.6,57,3,0.67,2.0,58,5,0.6,3.0,876,14,0.57,2.8,112,4,0.5,4.5,202,15,0.47,4.1,3,11,0.55,3.4,0
6971-9202,516,8,0.13,2.9,104,19,0.58,4.8,142,28,0.46,3.9,202,2,0.0,5.0,12,19,0.63,3.6,266,12,0.5,2.4,80,1,1.0,1.8,134,6,0.83,3.3,523,22,0.5,4.2,412,16,0.69,2.3,1
ESPORTSTMNT01/1690520,164,34,0.68,2.8,163,5,0.6,1.9,777,1,1.0,10.0,202,37,0.76,6.8,875,18,0.72,2.9,150,12,0.42,2.0,76,7,0.43,4.9,61,11,0.27,2.5,145,9,0.44,3.5,12,37,0.46,2.2,0
6971-9203,62,2,1.0,13.5,2,15,0.6,4.6,4,3,0.67,3.8,145,19,0.74,5.2,875,14,0.5,2.5,79,5,0.0,1.4,104,19,0.58,4.8,142,28,0.46,3.9,135,6,0.33,2.8,89,4,0.0,1.6,0
6973-9204,516,9,0.44,3.2,2,9,0.67,5.4,61,10,0.7,6.8,145,21,0.38,3.1,875,20,0.6,2.5,266,4,0.25,1.1,80,4,0.0,0.9,142,28,0.57,4.4,67,1,0.0,1.7,3,18,0.39,2.7,0
6972-9205,150,13,0.54,2.7,2,18,0.61,3.7,142,19,0.53,8.1,202,3,0.0,3.8,89,11,0.45,1.9,266,20,0.45,3.1,104,26,0.23,2.2,61,21,0.62,4.5,145,6,1.0,4.8,497,17,0.82,8.4,1
ESPORTSTMNT01/1690549,150,12,0.42,2.0,80,2,0.0,1.1,112,16,0.38,4.2,523,20,0.4,2.9,412,30,0.5,2.7,58,26,0.77,4.2,2,24,0.71,4.4,134,30,0.5,3.5,145,40,0.5,4.3,875,18,0.72,2.9,1
6973-9207,84,2,0.5,2.5,76,17,0.53,5.2,236,7,0.29,3.1,145,7,0.86,3.6,12,23,0.65,3.1,266,41,0.66,3.9,80,1,0.0,3.4,134,7,0.43,2.9,523,32,0.44,3.1,875,20,0.6,2.5,0
6917-9211,98,2,1.0,9.3,80,4,0.5,5.7,61,20,0.55,4.0,145,32,0.59,4.5,3,4,0.75,2.2,516,46,0.63,4.9,104,21,0.57,6.8,134,20,0.4,2.8,498,9,0.44,3.3,89,24,0.42,2.4,0
6972-9206,85,9,0.44,2.4,2,18,0.61,3.7,142,19,0.53,8.1,202,3,0.0,3.8,80,1,0.0,1.8,54,2,0.5,2.5,104,26,0.23,2.2,61,21,0.62,4.5,145,6,1.0,4.8,497,17,0.82,8.4,1
ESPORTSTMNT01/1690563,164,15,0.67,4.3,2,12,0.67,5.2,3,1,1.0,9.0,523,6,0.67,5.2,412,24,0.58,3.9,150,5,0.8,3.5,104,6,0.5,6.4,142,40,0.68,8.4,145,47,0.62,4.2,875,3,0.0,0.9,0
6917-9212,150,33,0.48,2.8,80,4,0.75,5.7,134,20,0.4,2.8,202,14,0.29,4.0,98,4,0.75,3.6,266,22,0.45,2.0,113,17,0.47,4.3,112,5,0.2,1.9,135,7,0.57,3.5,89,37,0.51,2.9,0
6973-9208,516,9,0.44,3.2,2,9,0.67,5.4,112,7,0.14,1.7,145,21,0.38,3.1,12,15,0.53,2.0,266,4,0.25,1.1,76,17,0.53,5.2,142,28,0.57,4.4,81,13,0.77,4.9,875,9,0.22,1.7,1
6974-9209,164,18,0.61,2.8,76,26,0.62,3.4,134,4,0.5,2.9,21,3,0.0,0.8,98,2,0.0,2.0,8,9,0.33,3.3,163,2,0.5,1.7,236,4,0.75,4.3,202,33,0.42,6.5,89,8,0.5,3.3,1
6917-9213,516,13,0.38,2.3,104,24,0.63,6.7,134,6,0.67,2.7,135,7,0.57,3.5,79,8,0.75,3.1,164,32,0.5,3.5,2,22,0.45,3.2,84,3,0.0,1.5,202,14,0.29,4.0,875,3,0.33,1.8,0
6918-9214,150,11,0.45,1.8,80,3,1.0,12.0,61,16,0.31,3.1,18,12,0.25,5.6,89,5,1.0,17.0,43,4,0.5,3.7,104,31,0.71,6.1,142,36,0.64,5.3,202,5,0.4,6.7,3,18,0.56,2.7,0
ESPORTSTMNT01/1690580,875,10,0.5,1.6,2,23,0.48,2.4,61,22,0.55,7.9,145,47,0.62,4.2,71,14,0.5,2.4,164,15,0.67,4.3,104,1,0.0,6.0,142,13,0.77,6.6,202,4,0.5,5.4,12,7,0.71,3.3,0
6974-9215,85,10,0.5,1.3,76,1,0.0,0.4,236,4,0.75,4.3,21,10,0.6,9.4,12,43,0.53,4.6,266,11,0.27,1.8,163,11,0.73,5.1,80,1,1.0,10.0,202,5,0.2,2.2,57,7,1.0,6.3,1
6918-9217,150,13,0.46,1.5,2,38,0.5,4.2,142,35,0.54,4.7,18,12,0.25,5.6,12,37,0.22,2.6,67,2,0.5,2.0,104,31,0.71,6.1,61,84,0.64,5.3,236,5,0.2,3.7,89,15,0.6,2.2,0
ESPORTSTMNT01/1690585,58,17,0.65,5.3,163,2,1.0,8.7,39,2,0.5,2.9,135,4,0.5,6.1,57,2,1.0,4.3,516,29,0.52,3.0,104,6,0.5,6.4,112,10,0.4,4.4,145,47,0.62,4.2,71,14,0.5,2.4,0
6974-9218,266,11,0.27,1.8,76,26,0.62,3.4,84,3,0.67,2.1,523,22,0.27,1.8,412,15,0.4,3.1,126,7,0.14,1.4,163,2,0.5,1.7,3,2,0.0,1.9,21,10,0.6,9.4,89,8,0.5,3.3,0
ESPORTSTMNT02/1640233,266,12,0.75,3.4,104,12,0.5,5.5,134,10,0.1,1.1,145,10,0.6,3.2,12,6,0.5,2.2,58,15,0.33,1.7,163,2,0.5,3.8,61,7,0.57,5.0,135,2,1.0,26.0,71,7,0.57,1.7,1
ESPORTSTMNT02/1640249,14,10,0.8,8.3,163,5,1.0,11.3,18,8,0.75,7.1,22,7,0.71,8.0,89,18,0.83,4.6,516,2,0.0,0.3,64,0,0.0,0.0,245,3,0.0,0.4,202,2,0.0,1.2,201,0,0.0,0.0,0
ESPORTSTMNT02/1640264,126,15,0.67,2.8,104,7,1.0,10.0,134,13,0.77,6.6,135,3,0.67,3.5,79,2,0.5,4.0,54,2,0.0,2.0,203,9,0.33,2.5,142,7,0.57,5.3,22,5,0.4,2.0,3,4,0.5,2.2,0
ESPORTSTMNT02/1640279,98,1,0.0,3.0,421,6,0.17,2.0,3,7,0.29,5.7,202,11,0.55,4.5,12,9,0.22,2.1,58,11,0.45,2.8,876,3,0.67,3.6,112,10,0.4,3.7,145,10,0.6,8.2,79,1,1.0,2.6,1
6976-9219,79,0,0.0,0.0,203,3,0.33,1.1,134,13,0.38,3.0,145,35,0.4,3.7,875,8,0.63,2.3,266,14,0.21,2.3,104,2,0.0,2.0,3,2,0.5,2.4,498,17,0.24,1.7,89,18,0.5,3.2,0
6976-9220,79,0,0.0,0.0,876,4,0.25,1.2,236,7,0.43,2.8,145,35,0.4,3.7,875,10,0.6,2.4,266,14,0.21,2.3,104,2,0.0,2.0,112,3,0.0,0.6,202,3,0.0,2.1,89,18,0.5,3.2,0
ESPORTSTMNT01/1690820,126,10,0.6,3.9,76,48,0.69,5.2,134,12,0.58,2.1,523,30,0.7,5.1,412,15,0.47,2.7,150,17,0.35,2.3,2,18,0.39,2.3,142,32,0.5,6.1,21,8,0.13,2.1,89,19,0.47,1.8,0
6977-9221,266,17,0.76,4.5,876,10,0.5,4.6,134,11,0.45,3.8,145,47,0.72,4.7,875,4,0.75,1.9,58,32,0.38,2.6,104,3,0.33,2.3,142,4,0.5,7.8,21,3,0.0,1.0,412,1,0.0,0.2,0
6978-9222,79,3,0.33,3.0,104,5,0.6,4.4,61,6,0.17,3.5,21,4,0.5,6.3,89,9,0.33,1.4,164,5,0.4,1.7,76,2,0.5,3.3,3,0,0.0,0.0,135,3,0.33,3.2,12,13,0.69,4.8,1
ESPORTSTMNT01/1690828,516,11,0.45,2.4,104,8,0.38,4.8,142,32,0.5,6.1,135,4,0.25,3.8,12,33,0.45,3.0,150,6,0.17,0.9,2,41,0.54,3.9,517,3,0.67,2.7,202,2,0.0,1.7,71,14,0.43,2.6,0
6977-9224,516,5,0.2,2.8,104,3,0.33,2.3,3,10,0.4,3.5,145,13,0.38,2.6,875,3,0.67,2.3,58,9,0.67,4.1,120,8,0.63,5.4,61,16,0.81,7.4,135,11,0.55,4.6,12,24,0.83,5.0,1
6978-9223,85,6,0.17,1.2,2,21,0.48,4.4,61,0,0.0,0.0,135,3,0.33,3.2,3,1,0.0,11.0,164,14,0.57,2.4,104,5,0.6,4.4,84,3,0.33,2.1,236,2,0.5,5.0,89,9,0.33,1.4,1
6919-9227,516,29,0.45,4.3,104,15,0.53,4.8,3,10,0.3,3.6,135,7,0.57,2.9,79,4,0.25,2.3,266,23,0.57,3.3,876,16,0.63,4.3,4,17,0.65,4.6,145,39,0.62,5.6,412,45,0.73,4.7,1
ESPORTSTMNT01/1690841,150,6,0.17,0.9,2,41,0.54,3.9,134,12,0.58,2.1,81,21,0.57,4.3,12,25,0.28,2.5,126,32,0.56,2.8,104,8,0.38,4.8,142,32,0.5,6.1,202,13,0.38,3.3,3,2,0.0,1.0,0
6978-9226,266,1,0.0,0.2,76,2,0.5,3.3,142,0,0.0,0.0,523,3,0.0,0.6,89,2,0.0,0.8,164,14,0.57,2.4,876,11,0.64,7.7,777,1,1.0,8.0,222,1,1.0,12.0,412,8,0.63,3.4,1
6919-9228,150,31,0.52,3.4,876,16,0.63,4.3,4,17,0.65,4.6,67,12,0.58,2.8,875,16,0.69,2.6,164,15,0.6,2.7,104,15,0.53,4.8,3,10,0.3,3.6,135,7,0.57,2.9,79,4,0.25,2.3,0
6980-9230,58,34,0.65,3.7,76,11,0.64,4.4,134,8,0.75,3.2,145,0,0.0,0.0,12,13,0.69,3.8,266,23,0.35,2.7,163,5,0.6,8.9,875,6,0.0,1.4,21,0,0.0,0.0,89,15,0.4,2.1,0
ESPORTSTMNT03/1681444,150,14,0.43,2.6,104,16,0.56,4.1,142,8,0.63,4.1,523,6,0.83,3.7,12,12,0.42,2.5,164,28,0.5,2.5,2,15,0.4,3.1,4,8,0.38,2.4,202,26,0.58,5.9,79,8,0.0,1.3,0
6920-9231,61,35,0.57,5.4,80,4,0.75,5.9,13,30,0.67,5.8,145,73,0.56,5.2,89,30,0.7,3.0,266,33,0.45,2.7,2,27,0.56,4.4,112,6,0.67,5.2,523,23,0.43,3.2,3,4,0.75,4.5,0
6920-9234,54,1,0.0,1.3,2,28,0.46,3.5,61,27,0.67,7.1,145,73,0.56,5.2,89,30,0.7,3.0,517,2,0.5,2.7,80,3,0.33,1.4,112,6,0.67,5.2,523,23,0.43,3.2,412,4,0.5,3.7,1
ESPORTSTMNT03/1681477,516,12,0.5,2.8,2,15,0.4,3.1,61,44,0.73,6.0,135,10,0.7,3.7,70,4,0.5,4.7,117,1,0.0,0.5,104,16,0.56,4.1,142,9,0.67,4.1,67,1,0.0,0.3,201,2,0.0,1.4,0
6920-9233,266,33,0.45,2.7,76,11,0.55,3.0,268,20,0.55,3.4,135,2,0.5,6.0,57,2,0.5,1.4,150,17,0.71,4.7,876,12,0.83,6.5,61,27,0.67,7.1,498,53,0.66,5.3,12,80,0.61,4.3,1
ESPORTSTMNT03/1681511,79,7,0.71,9.0,203,14,0.57,2.8,61,14,0.43,3.1,145,20,0.3,3.0,875,6,0.33,1.5,266,41,0.51,3.3,104,9,0.33,2.4,142,44,0.48,3.9,202,26,0.58,5.9,70,4,0.5,4.7,0
ESPORTSTMNT02/1640319,58,4,0.5,1.7,163,4,0.75,6.4,236,1,1.0,4.0,498,16,0.56,6.0,201,2,1.0,4.7,84,4,0.0,1.3,64,12,0.58,6.0,112,1,0.0,2.0,145,10,0.8,5.8,12,9,0.22,2.1,0
ESPORTSTMNT02/1640323,62,2,0.5,2.5,20,5,0.4,3.8,134,14,0.57,3.6,135,1,0.0,1.7,12,15,0.27,2.4,266,12,0.75,3.4,120,7,0.14,1.9,112,5,0.6,4.2,145,10,0.6,3.2,79,3,1.0,5.2,1
ESPORTSTMNT02/1640330,106,2,0.0,0.9,76,0,0.0,0.0,84,11,0.36,2.0,202,2,0.0,1.2,71,0,0.0,0.0,58,18,0.56,2.6,876,8,0.63,3.0,38,2,0.5,10.0,145,8,0.63,6.4,89,11,0.73,4.4,1
ESPORTSTMNT02/1650355,98,3,0.33,1.4,2,5,0.6,3.1,61,7,0.57,5.0,135,2,1.0,26.0,79,1,1.0,3.5,875,6,0.5,2.4,76,6,0.67,3.8,236,4,0.25,3.9,81,5,0.2,4.2,12,4,0.25,1.2,0
ESPORTSTMNT01/1691020,133,4,0.75,3.4,76,8,0.63,5.6,142,31,0.52,3.9,523,16,0.44,3.7,412,5,0.2,3.4,58,26,0.77,4.2,876,5,0.6,2.5,134,30,0.5,3.5,145,40,0.5,4.3,3,11,0.64,2.7,1
6981-9236,58,19,0.37,2.6,163,2,0.5,3.8,134,18,0.56,3.4,135,6,0.5,3.1,57,2,0.5,2.4,516,9,0.33,2.1,76,0,0.0,0.0,84,13,0.54,3.1,145,29,0.31,4.6,12,35,0.43,2.9,0
6981-9237,150,5,0.4,3.3,76,10,0.8,6.7,126,2,0.0,0.9,135,6,0.5,3.1,12,18,0.28,1.9,266,7,0.29,3.3,104,0,0.0,0.0,517,14,0.43,2.4,145,29,0.31,4.6,875,4,0.5,2.1,1
6981-9238,62,5,0.8,4.9,141,1,0.0,1.5,7,17,0.47,3.1,202,4,0.25,8.5,875,8,0.38,1.5,126,11,0.36,2.0,876,0,0.0,0.0,61,8,0.5,6.3,145,29,0.31,4.6,3,8,0.5,3.8,1
6983-9239,114,2,1.0,6.8,163,6,0.67,3.6,3,15,0.73,6.9,145,6,1.0,4.8,12,17,0.65,4.0,266,3,0.33,1.9,76,6,0.33,4.0,80,5,0.2,2.1,135,11,0.73,7.4,89,4,0.25,1.5,0
ESPORTSTMNT01/1691048,164,34,0.68,2.8,163,5,0.6,1.9,61,31,0.65,5.7,202,37,0.76,6.8,111,13,0.69,3.2,150,11,0.27,2.1,76,8,0.63,5.6,142,31,0.52,3.9,523,16,0.44,3.7,71,10,0.1,1.6,0
6983-9240,150,9,0.67,2.8,876,3,0.33,2.8,134,38,0.45,3.1,145,52,0.56,4.0,111,2,0.0,1.0,39,20,0.55,3.1,120,13,0.85,8.8,61,21,0.62,4.5,523,5,0.8,4.0,412,8,0.88,7.6,1
6921-9241,150,58,0.57,3.7,120,4,0.0,1.9,3,9,0.22,3.9,145,13,0.23,4.6,89,9,0.56,2.4,126,6,0.17,2.2,80,3,1.0,9.3,61,14,0.36,3.7,498,34,0.5,4.3,12,23,0.3,2.1,1
6982-9242,516,2,0.5,2.3,104,7,0.57,4.0,61,6,0.33,2.6,145,22,0.55,3.6,71,12,0.33,2.0,875,2,0.5,3.3,876,5,0.4,2.9,236,1,0.0,2.2,202,5,0.2,2.2,12,15,0.27,2.0,0
ESPORTSTMNT01/1691071,106,3,0.33,2.5,76,23,0.83,6.1,777,2,0.5,3.8,135,2,0.5,4.8,12,32,0.75,3.6,58,17,0.65,5.3,876,7,0.57,8.8,268,83,0.71,4.5,523,6,0.67,5.2,412,24,0.58,3.9,1
6921-9243,58,42,0.67,3.2,80,3,1.0,9.3,61,14,0.36,3.7,498,34,0.5,4.3,497,9,0.22,2.0,150,58,0.57,3.7,266,3,0.0,1.3,134,6,0.17,1.9,135,10,0.3,3.3,12,5,0.4,3.1,0
6985-9244,98,2,0.5,2.6,245,6,0.67,8.0,4,8,0.63,6.2,145,24,0.58,4.3,875,0,0.0,0.0,58,18,0.39,1.9,80,5,0.6,3.3,61,19,0.42,2.7,135,2,0.5,3.5,12,11,0.45,2.1,1
6982-9245,164,18,0.61,2.8,2,22,0.55,3.1,84,3,0.67,2.1,523,22,0.27,1.8,412,15,0.4,3.1,58,1,0.0,2.0,163,5,0.4,3.4,61,6,0.33,2.6,135,3,0.0,1.4,89,2,0.5,5.5,0
6985-9287,98,2,0.5,2.6,141,4,1.0,3.5,4,8,0.63,6.2,145,24,0.58,4.3,3,0,0.0,0.0,58,18,0.39,1.9,876,7,0.43,2.8,142,19,0.53,8.1,135,2,0.5,3.5,875,8,0.25,2.3,0
6982-9247,516,2,0.5,2.3,2,1,0.0,1.4,245,2,0.0,1.2,145,7,0.43,3.6,111,2,0.0,1.1,875,2,0.5,3.3,203,10,0.4,2.3,134,4,0.5,2.9,119,11,0.64,5.0,412,12,0.42,3.1,1
6922-9246,58,36,0.67,3.3,113,25,0.52,4.5,134,36,0.75,6.2,145,63,0.7,5.1,875,8,0.88,4.1,85,12,0.33,2.1,104,7,0.29,3.4,61,32,0.53,6.5,523,20,0.55,4.0,412,14,0.36,2.3,0
ESPORTSTMNT01/1691105,150,6,0.83,3.6,2,12,0.67,5.2,268,83,0.71,4.5,135,4,0.5,6.1,3,5,0.6,3.3,41,25,0.76,3.8,104,27,0.85,5.9,142,54,0.74,10.2,145,29,0.76,5.5,12,32,0.75,3.6,1
6922-9248,516,23,0.48,4.1,64,103,0.67,4.0,142,44,0.68,6.4,498,42,0.83,4.8,89,22,0.64,3.1,58,51,0.57,3.5,876,4,0.75,8.8,777,3,0.67,5.0,145,75,0.64,5.2,875,3,0.0,1.5,0
6985-9288,126,7,0.71,2.8,30,10,0.6,2.9,3,3,1.0,11.3,523,1,1.0,10.0,412,0,0.0,0.0,266,17,0.35,2.4,120,9,0.44,3.3,134,19,0.32,2.9,145,12,0.5,4.2,875,8,0.25,2.3,0
ESPORTSTMNT01/1691118,150,31,0.71,5.4,2,15,0.6,4.1,142,54,0.74,10.2,145,29,0.76,5.5,111,10,0.6,2.4,164,15,0.67,4.3,876,7,0.57,8.8,268,83,0.71,4.5,135,4,0.5,6.1,71,7,0.14,1.5,0
ESPORTSTMNT04/1480139,266,3,0.0,1.3,2,1,0.0,2.0,134,1,0.0,5.0,145,2,0.0,1.1,89,2,0.0,1.1,54,3,0.33,2.9,120,4,0.75,3.2,34,3,0.67,3.3,21,0,0.0,0.0,57,5,1.0,4.1,1
ESPORTSTMNT04/1480142,98,2,1.0,6.0,2,2,1.0,6.3,134,2,0.5,3.8,21,0,0.0,0.0,57,5,1.0,4.1,266,3,0.0,1.3,113,1,0.0,4.5,69,2,0.0,1.5,81,1,0.0,3.5,412,1,0.0,1.0,0
ESPORTSTMNT04/1480143,98,2,1.0,6.0,2,2,1.0,6.3,70,3,1.0,13.0,135,0,0.0,0.0,12,5,0.8,3.7,62,3,0.33,1.8,104,2,0.0,1.1,69,2,0.0,1.5,145,2,0.0,1.1,89,2,0.0,1.1,0
ESPORTSTMNT03/1671978,58,45,0.49,3.1,163,13,0.69,3.7,4,16,0.69,4.3,145,31,0.81,6.6,875,9,0.44,3.1,150,39,0.67,3.5,104,13,0.38,2.5,61,96,0.55,5.7,498,32,0.41,4.2,89,34,0.59,2.4,0
ESPORTSTMNT03/1671992,164,17,0.53,3.4,76,5,0.6,3.4,134,51,0.69,5.4,135,7,0.57,2.8,89,8,0.63,5.6,54,5,0.6,6.3,104,23,0.35,2.9,4,17,0.53,3.4,145,17,0.35,3.8,875,1,0.0,0.5,0
ESPORTSTMNT03/1672030,58,23,0.61,2.9,104,44,0.64,3.3,134,6,0.67,4.6,145,23,0.61,6.5,3,5,0.8,5.1,516,13,0.85,9.3,876,8,0.75,5.4,777,6,0.67,3.0,236,34,0.59,4.0,89,14,0.5,2.7,0
ESPORTSTMNT03/1672038,58,17,0.41,2.3,163,1,1.0,8.0,777,2,0.5,2.4,135,2,0.5,2.4,89,10,0.3,1.9,516,18,0.72,4.4,104,14,0.64,6.9,61,19,0.47,4.4,145,10,0.3,2.8,71,5,0.4,2.1,0
ESPORTSTMNT03/1672041,58,21,0.52,2.1,113,22,0.55,3.6,84,1,0.0,0.5,202,44,0.36,3.2,12,47,0.45,2.5,41,25,0.44,2.4,104,25,0.44,3.7,4,8,0.88,5.6,145,14,0.29,2.5,3,7,0.43,3.5,1
ESPORTSTMNT01/1691379,54,1,0.0,0.8,104,8,0.38,4.8,268,31,0.45,3.5,135,4,0.25,3.8,12,33,0.45,3.0,164,12,0.67,3.5,876,10,0.4,2.7,112,16,0.38,4.2,145,33,0.36,3.3,89,9,0.78,3.0,1
6986-9251,85,3,0.67,1.9,104,4,0.25,2.2,245,10,0.9,5.6,145,14,0.57,3.8,89,8,0.38,3.2,164,14,0.57,2.4,2,28,0.54,4.2,112,8,0.75,2.7,523,3,0.0,2.3,412,8,0.63,3.4,0
6986-9252,164,11,0.64,2.9,163,0,0.0,0.0,236,3,0.67,3.8,145,4,0.25,4.2,12,20,0.7,3.1,266,23,0.61,2.6,104,4,0.25,2.2,61,12,0.75,7.4,135,13,0.54,5.2,79,5,0.0,1.9,0
6986-9253,58,38,0.61,3.4,876,6,0.5,4.5,875,9,0.78,5.1,18,9,0.44,5.0,3,1,1.0,8.0,266,26,0.5,2.4,76,0,0.0,0.0,236,3,0.67,3.8,498,1,0.0,1.3,12,20,0.7,3.1,0
ESPORTSTMNT01/1691409,133,4,0.75,5.3,163,5,1.0,4.3,61,11,0.27,2.5,145,9,0.44,3.5,12,37,0.46,2.2,58,21,0.57,2.8,76,7,0.57,5.2,3,2,0.0,1.0,135,4,0.25,3.8,89,19,0.47,1.8,0
6987-9258,516,0,0.0,0.0,2,24,0.5,3.5,112,11,0.64,4.7,145,35,0.4,3.7,875,10,0.6,2.4,8,3,0.0,1.7,80,4,0.25,2.3,104,1,0.0,1.8,523,6,0.17,2.0,412,10,0.4,3.5,0
6923-9255,516,46,0.63,4.9,2,22,0.45,3.2,134,20,0.4,2.8,135,3,0.0,0.8,12,12,0.25,2.4,266,27,0.48,2.2,80,1,1.0,4.5,3,22,0.59,4.5,145,3,0.33,2.3,875,2,0.5,2.7,1
ESPORTSTMNT01/1691411,164,0,0.0,0.0,163,3,1.0,5.4,4,14,0.5,6.2,21,19,0.84,7.4,57,3,0.67,2.5,82,8,0.38,1.2,64,23,0.57,4.3,69,4,0.5,3.4,145,20,0.3,3.0,12,12,0.42,2.5,0
6987-9259,79,0,0.0,0.0,80,4,1.0,6.7,84,10,0.8,5.0,145,35,0.4,3.7,875,10,0.6,2.4,150,9,0.33,3.5,2,7,0.71,6.6,202,1,0.0,1.0,115,1,0.0,1.0,89,8,0.25,1.4,0
6923-9260,150,17,0.41,2.6,2,9,0.33,2.1,134,39,0.59,4.8,21,1,0.0,0.3,875,2,0.5,2.7,126,10,0.6,3.9,876,11,0.64,4.2,236,6,0.33,1.7,202,14,0.29,4.0,89,24,0.42,2.4,1
6923-9262,79,3,1.0,5.8,2,22,0.45,3.2,13,20,0.5,2.1,145,18,0.5,4.5,3,19,0.37,3.2,150,17,0.41,2.6,104,22,0.64,5.6,4,3,0.0,2.4,202,1,0.0,0.3,89,7,0.57,3.0,0
6989-9261,62,8,0.38,2.1,30,12,0.58,3.2,142,28,0.57,4.4,145,7,0.86,3.6,875,9,0.22,1.7,266,2,0.0,1.0,2,2,0.0,0.8,112,4,0.0,1.1,202,5,0.0,2.1,3,1,0.0,2.0,0
6924-9263,58,12,0.42,2.5,76,5,0.6,4.3,61,31,0.61,6.0,145,57,0.63,6.8,89,37,0.62,3.5,516,17,0.82,6.5,120,9,0.78,5.5,112,43,0.6,3.9,523,30,0.73,5.6,412,37,0.68,4.7,0
6990-9266,58,20,0.55,3.3,76,3,0.67,7.8,126,14,0.57,4.5,202,33,0.42,6.5,111,18,0.5,2.6,150,15,0.6,5.0,876,16,0.63,3.9,134,8,0.75,3.2,145,0,0.0,0.0,12,13,0.69,3.8,0
ESPORTSTMNT01/1691433,79,7,0.71,9.0,104,16,0.56,4.1,142,9,0.67,4.1,523,6,0.83,3.7,412,9,0.56,3.0,266,0,0.0,0.0,2,23,0.48,2.4,61,22,0.55,7.9,145,47,0.62,4.2,875,3,0.0,0.9,0
6989-9265,58,1,1.0,3.1,80,1,1.0,4.0,4,2,1.0,13.0,145,14,0.21,2.7,875,7,0.29,2.4,164,2,0.0,1.3,30,12,0.58,3.2,61,10,0.5,4.6,119,13,0.54,2.7,412,36,0.56,3.6,0
